category;date;percent;downloads
with_mirrors;2020-07-14;0.80%;5
with_mirrors;2020-07-14;0.81%;5
without_mirrors;2020-07-14;0.16%;1
with_mirrors;2020-07-15;0.97%;6
without_mirrors;2020-07-15;0.47%;3
with_mirrors;2020-07-15;0.96%;6
with_mirrors;2020-07-15;0.94%;6
without_mirrors;2020-07-15;0.48%;3
with_mirrors;2020-07-16;0.48%;3
with_mirrors;2020-07-16;0.47%;3
with_mirrors;2020-07-17;0.47%;3
with_mirrors;2020-07-17;0.48%;3
with_mirrors;2020-07-18;0.48%;3
with_mirrors;2020-07-18;0.47%;3
without_mirrors;2020-07-18;0.16%;1
with_mirrors;2020-07-19;0.63%;4
with_mirrors;2020-07-19;0.65%;4
with_mirrors;2020-07-19;0.64%;4
with_mirrors;2020-07-21;0.94%;6
without_mirrors;2020-07-21;0.32%;2
with_mirrors;2020-07-21;0.96%;6
without_mirrors;2020-07-21;0.31%;2
with_mirrors;2020-07-21;0.97%;6
with_mirrors;2020-07-22;0.48%;3
with_mirrors;2020-07-22;0.47%;3
without_mirrors;2020-07-22;0.16%;1
with_mirrors;2020-07-24;0.31%;2
with_mirrors;2020-07-24;0.32%;2
with_mirrors;2020-07-25;0.65%;4
with_mirrors;2020-07-25;0.64%;4
with_mirrors;2020-07-25;0.63%;4
without_mirrors;2020-07-25;0.16%;1
with_mirrors;2020-07-26;0.31%;2
with_mirrors;2020-07-26;0.32%;2
with_mirrors;2020-07-27;1.26%;8
with_mirrors;2020-07-27;1.28%;8
with_mirrors;2020-07-27;1.29%;8
without_mirrors;2020-07-28;0.16%;1
with_mirrors;2020-07-28;0.65%;4
with_mirrors;2020-07-28;0.63%;4
with_mirrors;2020-07-28;0.64%;4
with_mirrors;2020-07-29;1.12%;7
with_mirrors;2020-07-29;1.10%;7
without_mirrors;2020-07-29;0.47%;3
with_mirrors;2020-07-29;1.13%;7
without_mirrors;2020-07-29;0.48%;3
with_mirrors;2020-07-30;0.81%;5
without_mirrors;2020-07-30;0.16%;1
with_mirrors;2020-07-30;0.80%;5
with_mirrors;2020-07-30;0.79%;5
without_mirrors;2020-07-31;0.32%;2
with_mirrors;2020-07-31;0.79%;5
with_mirrors;2020-07-31;0.80%;5
with_mirrors;2020-07-31;0.81%;5
without_mirrors;2020-07-31;0.31%;2
with_mirrors;2020-08-01;0.79%;5
without_mirrors;2020-08-01;0.16%;1
with_mirrors;2020-08-01;0.80%;5
with_mirrors;2020-08-01;0.81%;5
without_mirrors;2020-08-02;0.32%;2
with_mirrors;2020-08-02;1.26%;8
without_mirrors;2020-08-02;0.31%;2
with_mirrors;2020-08-02;1.28%;8
with_mirrors;2020-08-02;1.29%;8
with_mirrors;2020-08-03;0.81%;5
with_mirrors;2020-08-03;0.80%;5
with_mirrors;2020-08-03;0.79%;5
with_mirrors;2020-08-04;0.64%;4
with_mirrors;2020-08-04;0.65%;4
with_mirrors;2020-08-04;0.63%;4
with_mirrors;2020-08-05;0.31%;2
with_mirrors;2020-08-05;0.32%;2
without_mirrors;2020-08-05;0.31%;2
without_mirrors;2020-08-05;0.32%;2
with_mirrors;2020-08-06;1.12%;7
with_mirrors;2020-08-06;1.10%;7
without_mirrors;2020-08-06;0.32%;2
without_mirrors;2020-08-06;0.31%;2
with_mirrors;2020-08-06;1.13%;7
without_mirrors;2020-08-07;0.63%;4
with_mirrors;2020-08-07;1.76%;11
with_mirrors;2020-08-07;1.77%;11
with_mirrors;2020-08-07;1.73%;11
without_mirrors;2020-08-07;0.64%;4
without_mirrors;2020-08-07;0.65%;4
with_mirrors;2020-08-09;0.47%;3
with_mirrors;2020-08-09;0.48%;3
with_mirrors;2020-08-10;0.16%;1
without_mirrors;2020-08-10;0.16%;1
with_mirrors;2020-08-11;0.31%;2
with_mirrors;2020-08-11;0.32%;2
with_mirrors;2020-08-12;0.65%;4
with_mirrors;2020-08-12;0.64%;4
with_mirrors;2020-08-12;0.63%;4
with_mirrors;2020-08-13;1.60%;10
with_mirrors;2020-08-13;1.61%;10
without_mirrors;2020-08-13;0.32%;2
without_mirrors;2020-08-13;0.31%;2
with_mirrors;2020-08-13;1.57%;10
with_mirrors;2020-08-14;0.48%;3
with_mirrors;2020-08-14;0.47%;3
with_mirrors;2020-08-15;1.44%;9
with_mirrors;2020-08-15;1.45%;9
with_mirrors;2020-08-15;1.42%;9
without_mirrors;2020-08-15;0.16%;1
with_mirrors;2020-08-18;0.32%;2
with_mirrors;2020-08-18;0.31%;2
with_mirrors;2020-08-19;0.32%;2
with_mirrors;2020-08-19;0.31%;2
without_mirrors;2020-08-19;0.16%;1
without_mirrors;2020-08-21;0.16%;1
with_mirrors;2020-08-21;0.16%;1
with_mirrors;2020-08-22;1.61%;10
with_mirrors;2020-08-22;1.60%;10
with_mirrors;2020-08-22;1.57%;10
with_mirrors;2020-08-23;0.32%;2
with_mirrors;2020-08-23;0.31%;2
without_mirrors;2020-08-24;0.48%;3
with_mirrors;2020-08-24;0.96%;6
without_mirrors;2020-08-24;0.47%;3
with_mirrors;2020-08-24;0.97%;6
with_mirrors;2020-08-24;0.94%;6
with_mirrors;2020-08-25;0.97%;6
with_mirrors;2020-08-25;0.96%;6
with_mirrors;2020-08-25;0.94%;6
without_mirrors;2020-08-25;0.31%;2
without_mirrors;2020-08-25;0.32%;2
with_mirrors;2020-08-27;0.16%;1
without_mirrors;2020-08-28;0.16%;1
with_mirrors;2020-08-28;0.65%;4
with_mirrors;2020-08-28;0.64%;4
with_mirrors;2020-08-28;0.63%;4
with_mirrors;2020-08-29;0.32%;2
with_mirrors;2020-08-29;0.31%;2
with_mirrors;2020-08-30;1.89%;12
without_mirrors;2020-08-30;0.63%;4
with_mirrors;2020-08-30;1.92%;12
without_mirrors;2020-08-30;0.64%;4
with_mirrors;2020-08-30;1.94%;12
without_mirrors;2020-08-30;0.65%;4
with_mirrors;2020-08-31;0.64%;4
with_mirrors;2020-08-31;0.63%;4
with_mirrors;2020-08-31;0.65%;4
with_mirrors;2020-09-01;0.64%;4
with_mirrors;2020-09-01;0.65%;4
with_mirrors;2020-09-01;0.63%;4
with_mirrors;2020-09-02;0.65%;4
with_mirrors;2020-09-02;0.64%;4
without_mirrors;2020-09-02;0.16%;1
with_mirrors;2020-09-02;0.63%;4
with_mirrors;2020-09-03;0.16%;1
without_mirrors;2020-09-03;0.16%;1
with_mirrors;2020-09-04;0.94%;6
without_mirrors;2020-09-04;0.31%;2
without_mirrors;2020-09-04;0.32%;2
with_mirrors;2020-09-04;0.96%;6
with_mirrors;2020-09-04;0.97%;6
with_mirrors;2020-09-05;1.29%;8
with_mirrors;2020-09-05;1.28%;8
without_mirrors;2020-09-05;0.32%;2
with_mirrors;2020-09-05;1.26%;8
without_mirrors;2020-09-05;0.31%;2
without_mirrors;2020-09-06;0.31%;2
with_mirrors;2020-09-06;0.63%;4
with_mirrors;2020-09-06;0.64%;4
without_mirrors;2020-09-06;0.32%;2
without_mirrors;2020-09-07;0.63%;4
with_mirrors;2020-09-07;0.94%;6
