category;date;percent;downloads
without_mirrors;2020-08-23;0.06%;2
with_mirrors;2020-08-23;0.73%;26
without_mirrors;2020-08-24;0.14%;5
with_mirrors;2020-08-24;0.22%;8
without_mirrors;2020-08-25;0.31%;11
without_mirrors;2020-08-25;0.30%;11
with_mirrors;2020-08-25;0.36%;13
with_mirrors;2020-08-26;0.78%;28
with_mirrors;2020-08-26;0.77%;28
without_mirrors;2020-08-26;0.06%;2
without_mirrors;2020-08-27;0.11%;4
with_mirrors;2020-08-27;0.66%;24
with_mirrors;2020-08-27;0.67%;24
with_mirrors;2020-08-28;1.19%;43
with_mirrors;2020-08-28;1.20%;43
without_mirrors;2020-08-28;0.08%;3
with_mirrors;2020-08-29;1.79%;64
with_mirrors;2020-08-29;1.77%;64
without_mirrors;2020-08-29;0.06%;2
with_mirrors;2020-08-30;0.66%;24
with_mirrors;2020-08-30;0.67%;24
without_mirrors;2020-08-30;0.06%;2
with_mirrors;2020-08-31;0.75%;27
with_mirrors;2020-08-31;0.76%;27
with_mirrors;2020-09-01;0.33%;12
with_mirrors;2020-09-01;0.34%;12
without_mirrors;2020-09-01;0.03%;1
without_mirrors;2020-09-02;0.22%;8
with_mirrors;2020-09-02;0.47%;17
with_mirrors;2020-09-02;0.48%;17
with_mirrors;2020-09-03;0.70%;25
without_mirrors;2020-09-03;0.14%;5
with_mirrors;2020-09-03;0.69%;25
without_mirrors;2020-09-04;0.14%;5
with_mirrors;2020-09-04;0.69%;25
with_mirrors;2020-09-04;0.70%;25
with_mirrors;2020-09-05;0.36%;13
without_mirrors;2020-09-05;0.03%;1
without_mirrors;2020-09-06;0.17%;6
with_mirrors;2020-09-06;0.17%;6
without_mirrors;2020-09-07;0.25%;9
with_mirrors;2020-09-07;0.77%;28
