category;date;percent;downloads
with_mirrors;2020-08-08;1.60%;72
with_mirrors;2020-08-08;1.59%;72
with_mirrors;2020-08-09;0.91%;41
without_mirrors;2020-08-09;0.11%;5
with_mirrors;2020-08-10;0.78%;35
with_mirrors;2020-08-10;0.77%;35
without_mirrors;2020-08-10;0.27%;12
without_mirrors;2020-08-11;0.15%;7
without_mirrors;2020-08-11;0.16%;7
with_mirrors;2020-08-11;0.84%;38
without_mirrors;2020-08-12;0.31%;14
with_mirrors;2020-08-12;1.11%;50
with_mirrors;2020-08-12;1.10%;50
with_mirrors;2020-08-13;1.07%;48
without_mirrors;2020-08-13;0.15%;7
with_mirrors;2020-08-13;1.06%;48
without_mirrors;2020-08-13;0.16%;7
with_mirrors;2020-08-14;0.56%;25
with_mirrors;2020-08-14;0.55%;25
without_mirrors;2020-08-14;0.11%;5
with_mirrors;2020-08-15;1.00%;45
with_mirrors;2020-08-15;0.99%;45
with_mirrors;2020-08-16;0.16%;7
with_mirrors;2020-08-16;0.15%;7
without_mirrors;2020-08-16;0.02%;1
with_mirrors;2020-08-17;0.33%;15
without_mirrors;2020-08-17;0.13%;6
with_mirrors;2020-08-18;0.64%;29
without_mirrors;2020-08-18;0.11%;5
with_mirrors;2020-08-19;0.55%;25
with_mirrors;2020-08-19;0.56%;25
without_mirrors;2020-08-19;0.07%;3
without_mirrors;2020-08-20;0.15%;7
with_mirrors;2020-08-20;0.51%;23
without_mirrors;2020-08-20;0.16%;7
with_mirrors;2020-08-21;0.24%;11
without_mirrors;2020-08-21;0.24%;11
with_mirrors;2020-08-22;1.76%;79
without_mirrors;2020-08-22;0.07%;3
with_mirrors;2020-08-22;1.75%;79
with_mirrors;2020-08-23;0.91%;41
without_mirrors;2020-08-23;0.15%;7
without_mirrors;2020-08-23;0.16%;7
without_mirrors;2020-08-24;0.07%;3
with_mirrors;2020-08-24;0.68%;31
with_mirrors;2020-08-24;0.69%;31
with_mirrors;2020-08-25;0.71%;32
without_mirrors;2020-08-25;0.13%;6
with_mirrors;2020-08-26;0.27%;12
without_mirrors;2020-08-26;0.11%;5
without_mirrors;2020-08-27;0.07%;3
with_mirrors;2020-08-27;0.27%;12
with_mirrors;2020-08-28;1.15%;52
without_mirrors;2020-08-28;0.04%;2
with_mirrors;2020-08-28;1.16%;52
without_mirrors;2020-08-29;0.09%;4
with_mirrors;2020-08-29;0.44%;20
with_mirrors;2020-08-30;1.40%;63
with_mirrors;2020-08-30;1.39%;63
without_mirrors;2020-08-30;0.07%;3
with_mirrors;2020-08-31;0.69%;31
with_mirrors;2020-08-31;0.68%;31
without_mirrors;2020-08-31;0.20%;9
with_mirrors;2020-09-01;1.56%;70
without_mirrors;2020-09-01;0.11%;5
with_mirrors;2020-09-01;1.55%;70
with_mirrors;2020-09-02;0.33%;15
without_mirrors;2020-09-02;0.20%;9
with_mirrors;2020-09-03;0.24%;11
without_mirrors;2020-09-03;0.20%;9
with_mirrors;2020-09-04;0.71%;32
without_mirrors;2020-09-04;0.13%;6
with_mirrors;2020-09-05;0.93%;42
without_mirrors;2020-09-05;0.04%;2
with_mirrors;2020-09-06;0.44%;20
without_mirrors;2020-09-06;0.15%;7
